Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Yield_Metric_t_ha,Profit_Margin_Pct,Water_Productivity_t_m3,Total_NPK_kg_ha,Cost_Per_Tonne_INR,Pesticide_Risk_Ratio
SF10417,Tamil Nadu,Erode,Rice,Kharif,12.33,814.2,26.7,58.6,6.8,6.14,24.7,92.4,40.6,129.8,Flood,155.5,7.8,0.8,2.25,27.74,22047,890657,611584,-279073,24144,1.149,35.8,2.25,-45.63118067,0.00114894,262.8,32107.31795,0.217877095
SF10418,Tamil Nadu,Erode,Pulses,Kharif,2.9,801,28.6,63.1,6.3,7.06,32.1,118.6,57.8,92.4,Drip,127.9,6.92,0.7,1.35,3.92,64237,161769,251809,90040,888,4.414,40.4,1.35,35.75726046,0.004414414,268.8,41267.60204,0.171287129
SF10419,Madhya Pradesh,Indore,Pulses,Rabi,11.5,415.8,18.8,48.9,7.9,6.15,23.5,138.4,62.1,106.6,Rainfed,211.4,8.26,0.8,0.69,7.94,80196,634370,636756,2386,2211,3.591,30,0.69,0.374711821,0.003591135,307.1,79895.46599,0.275333333
SF10420,Punjab,Ludhiana,Rice,Kharif,13.99,888.2,31.4,76.9,4.1,6.33,31.3,126.6,41.8,97.4,Sprinkler,231.7,6.81,0.68,2.61,36.51,23950,1141031,874414,-266617,18813,1.941,62.8,2.61,-30.4909345,0.001940679,265.8,31252.56094,0.10843949
SF10421,Andhra Pradesh,Krishna,Wheat,Rabi,5.15,682.2,21.9,55.5,7.8,6.26,25,127.1,46.8,75.5,Drip,168.4,4.08,0.86,2.52,12.98,28283,337325,367113,29788,2689,4.827,46.4,2.52,8.114122899,0.004827073,249.4,25988.05855,0.087931034
SF10422,Punjab,Ludhiana,Maize,Rabi,8.28,80,21.6,53.8,5.6,6.35,20.5,96.1,47.9,159.6,Drip,148.4,3.61,0.73,2.61,21.61,22977,536063,496533,-39530,4442,4.865,33.4,2.61,-7.961202981,0.004864926,303.6,24806.24711,0.108083832
SF10423,Karnataka,Raichur,Chilli,Rabi,0.95,514.7,21.2,51.1,6.4,7.1,22.9,109.4,72.6,116.4,Rainfed,271,3.7,0.98,1.8,1.71,112567,58865,192490,133625,341,5.015,48.9,1.8,69.41919061,0.005014663,298.4,34423.97661,0.075664622
SF10424,Telangana,Nalgonda,Pulses,Rabi,3.35,425.6,29,75.7,7.4,6.77,28.5,108,40.4,106.3,Sprinkler,247.8,6.15,0.9,1.31,4.39,72404,273969,317854,43885,1228,3.575,27.6,1.31,13.80665337,0.003574919,254.7,62407.51708,0.222826087
SF10425,Andhra Pradesh,Guntur,Rice,Zaid,11.56,326.4,26.5,47.9,7.4,6.44,21.5,120.8,43.6,97.8,Flood,216.8,7.32,0.72,2.46,28.44,23155,815618,658528,-157090,24934,1.141,31.4,2.46,-23.8547184,0.001140611,262.2,28678.55134,0.233121019
SF10426,Tamil Nadu,Erode,Wheat,Kharif,12.17,770.4,24.9,71.9,6.6,7.07,24.1,94.3,60.1,123.2,Flood,207.2,6.93,0.89,2.71,32.98,24613,983846,811737,-172109,8688,3.796,41.9,2.71,-21.20255699,0.003796041,277.6,29831.59491,0.165393795
SF10427,Karnataka,Raichur,Rice,Kharif,12.91,750.6,27.8,70.7,5,5.97,37.8,98.5,49.6,60.8,Rainfed,231.7,5.44,0.95,1.85,23.88,23268,897964,555640,-342324,12178,1.961,54.2,1.85,-61.60895544,0.001960913,208.9,37603.18258,0.100369004
SF10428,Telangana,Warangal,Maize,Kharif,3.2,877.4,26.6,70.1,6.2,7.01,33.7,107.4,48.3,95.3,Flood,170.5,7.36,0.7,4.08,13.06,19036,252472,248610,-3862,2145,6.089,43.3,4.08,-1.55343711,0.006088578,251,19331.69985,0.169976905
SF10429,Madhya Pradesh,Indore,Wheat,Rabi,13.42,548.8,28.3,42.5,5.9,7.11,25.6,106.4,88.9,114.3,Flood,151.8,6.31,0.81,2.46,33.01,26029,750453,859217,108764,8950,3.688,39.2,2.46,12.65850187,0.003688268,309.6,22734.11088,0.160969388
SF10430,Andhra Pradesh,Krishna,Cotton,Kharif,8.29,601.9,25.4,82.9,7.4,7.65,39.3,156.7,32.1,105.4,Sprinkler,205.9,1.84,0.75,0.79,6.55,71940,571954,471207,-100747,6770,0.968,59.3,0.79,-21.38062465,0.000967504,294.2,87321.22137,0.031028668
SF10431,Andhra Pradesh,Guntur,Groundnut,Zaid,14.9,388.2,33.7,60.7,8.1,6.49,16.3,155.6,44.8,113.8,Rainfed,178.7,5.65,0.69,1.26,18.77,53111,1019506,996893,-22613,4302,4.363,33.2,1.26,-2.268347756,0.004363087,314.2,54315.71657,0.170180723
SF10432,Andhra Pradesh,Guntur,Cotton,Kharif,11.03,750.2,25.4,71.4,5.8,6.95,30,113.1,68.7,73.2,Flood,200.3,3.65,0.8,1.74,19.19,79898,593487,1533243,939756,9921,1.934,60.3,1.74,61.29204568,0.001934281,255,30926.889,0.06053068
SF10433,Madhya Pradesh,Indore,Rice,Zaid,7.7,692.6,27.4,42.6,9.1,5.46,9.5,166.4,55.5,122.3,Drip,195.4,5.93,0.78,0.73,5.62,22388,566270,125821,-440449,10787,0.521,28.4,0.73,-350.0600059,0.000520997,344.2,100759.7865,0.208802817
SF10434,Maharashtra,Nashik,Rice,Zaid,14.79,453.3,31.7,55.1,9.5,6.42,21.6,94.9,76.2,155.2,Rainfed,148.1,8.67,0.88,2.59,38.31,19164,1005973,734173,-271800,13024,2.941,48.6,2.59,-37.02124704,0.002941493,326.3,26258.7575,0.178395062
SF10435,Gujarat,Rajkot,Cotton,Rabi,1.79,80,22.5,75,7,6.31,27.9,89.7,68.2,92.7,Sprinkler,224.3,6.24,0.8,0.99,1.77,78391,118657,138752,20095,1485,1.192,38.6,0.99,14.48267412,0.001191919,250.6,67037.85311,0.161658031
SF10436,Telangana,Warangal,Groundnut,Kharif,1.66,842,28,77.5,6.4,7.7,26.7,74.2,56.6,39.4,Sprinkler,72.7,6.77,0.87,0.6,1,56045,94790,56045,-38745,853,1.172,43.6,0.6,-69.13194754,0.001172333,170.2,94790,0.155275229
SF10437,Gujarat,Rajkot,Wheat,Kharif,2.79,1058.5,29.8,82.7,7.5,7.11,23.8,189.1,75,96.9,Rainfed,156.6,0.85,0.7,3.04,8.48,22229,150875,188502,37627,833,10.18,83.2,3.04,19.96106142,0.010180072,361,17791.86321,0.010216346
SF10438,Telangana,Warangal,Sugarcane,Rabi,13.47,395.2,23,70.3,7.4,6.79,18.9,130.8,42.7,60.7,Rainfed,112.8,4.21,0.79,46.59,627.57,3093,716200,1941074,1224874,13394,46.855,44.7,46.59,63.10290077,0.046854562,234.2,1141.227273,0.094183445
SF10439,Telangana,Nalgonda,Groundnut,Kharif,6.02,797.8,31.1,84.1,6.8,6.07,26.8,96.7,62.3,95.2,Sprinkler,51.5,5.58,0.93,1.25,7.52,55790,252308,419541,167233,2580,2.915,44.1,1.25,39.86094327,0.002914729,254.2,33551.59574,0.126530612
SF10440,Punjab,Ludhiana,Maize,Zaid,11.9,180.6,33,55.1,10.1,6.48,20.3,112.5,63.3,92.4,Rainfed,184.4,5.89,0.83,1.87,22.25,19000,829408,422750,-406658,4084,5.448,32.6,1.87,-96.19349497,0.00544809,268.2,37276.76404,0.180674847
SF10441,Madhya Pradesh,Indore,Chilli,Kharif,12.51,899.7,24.1,68.1,6.6,7.57,27,127,55.5,86.2,Sprinkler,234,4.66,0.87,0.98,12.26,99972,789444,1225657,436213,6322,1.939,50.3,0.98,35.59013656,0.00193926,268.7,64391.84339,0.092644135
SF10442,Karnataka,Raichur,Cotton,Kharif,3.5,725.8,28.7,73.8,6.5,6.31,28,103.9,65.3,109.5,Flood,174.7,3.63,0.78,1.87,6.54,64270,196330,420326,223996,3638,1.798,50.5,1.87,53.29101697,0.001797691,278.7,30019.87768,0.071881188
SF10443,Tamil Nadu,Erode,Pulses,Zaid,13.75,353.4,32,38.8,10.3,7.41,12.5,139.4,82.8,126.1,Drip,238.6,2.55,0.9,0.65,8.94,70790,826934,632863,-194071,4400,2.032,41.1,0.65,-30.66556269,0.002031818,348.3,92498.21029,0.062043796
SF10444,Madhya Pradesh,Indore,Cotton,Kharif,5.22,1042.2,32,82.8,6.1,6.34,36.1,96.8,67.1,68.4,Rainfed,188.9,5.66,0.86,1.03,5.38,74440,404297,400487,-3810,2149,2.503,58.2,1.03,-0.951341741,0.00250349,232.3,75148.14126,0.097250859
SF10445,Andhra Pradesh,Krishna,Wheat,Kharif,8.21,566.1,27,62.7,7,5.39,29.2,93.6,75.2,109.2,Drip,114.9,6.23,0.8,0.49,4.02,23285,521072,93606,-427466,3426,1.173,55,0.49,-456.665171,0.00117338,278,129619.9005,0.113272727
SF10446,Telangana,Nalgonda,Rice,Kharif,3.94,807.7,24.2,70.3,7.4,6.81,33.6,104.8,41.7,143.7,Sprinkler,202,4.42,0.73,3.7,14.58,19052,249210,277778,28568,5343,2.729,55.6,3.7,10.28447177,0.002728804,290.2,17092.59259,0.079496403
SF10447,Andhra Pradesh,Krishna,Rice,Kharif,11.01,1089.5,25.8,70,5.2,5.99,39.4,147.2,31.7,114,Sprinkler,106,6.64,0.93,2.08,22.9,20782,658968,475908,-183060,16496,1.388,47.1,2.08,-38.46541769,0.001388215,292.9,28775.8952,0.140976645
SF10448,Andhra Pradesh,Krishna,Pulses,Zaid,7.59,530.4,30.8,61.6,4.7,6.9,21.6,120.3,56.6,97.9,Flood,225.1,3.81,0.76,1.05,7.97,72546,524863,578192,53329,3560,2.239,49.4,1.05,9.223406758,0.002238764,274.8,65854.83061,0.077125506
SF10449,Telangana,Nalgonda,Chilli,Kharif,3.02,827,25.3,66.3,6.9,7.36,30.7,126.4,54.8,126.1,Flood,101.6,2.43,0.68,1.62,4.89,86938,175184,425127,249943,2308,2.119,58.9,1.62,58.79254905,0.002118718,307.3,35824.94888,0.041256367
SF10450,Telangana,Nalgonda,Pulses,Rabi,6.5,461.4,18.7,62.4,6.4,7.05,21.9,130.1,64.4,132.3,Rainfed,112.3,7.52,0.76,1.11,7.22,64918,374518,468708,94190,1325,5.449,32.9,1.11,20.09566724,0.005449057,326.8,51872.29917,0.228571429
SF10451,Madhya Pradesh,Indore,Rice,Kharif,11.68,871.6,28.5,76.2,5.4,6.54,31.1,139,52.4,81.1,Drip,197.7,2.89,0.84,4.08,47.65,23823,682376,1135166,452790,16083,2.963,51.1,4.08,39.8875583,0.002962756,272.5,14320.58762,0.056555773
SF10452,Gujarat,Rajkot,Groundnut,Kharif,1.14,1123,23.9,63,7.4,6.61,29.4,154.5,53.3,119.7,Rainfed,222.9,6.34,0.86,1.62,1.85,52605,90760,97319,6559,294,6.293,38.6,1.62,6.739691119,0.006292517,327.5,49059.45946,0.164248705
SF10453,Karnataka,Raichur,Sugarcane,Rabi,3.02,512.2,21.1,56,8.6,6.52,26.3,126.9,64.1,58.3,Sprinkler,222.7,3.78,0.77,60.35,182.26,3002,193810,547145,353335,5425,33.596,49.5,60.35,64.57794552,0.033596313,249.3,1063.371008,0.076363636
SF10454,Telangana,Nalgonda,Chilli,Kharif,3.55,873.6,25.7,69.6,5.2,6.71,35.4,93.9,82.9,65.5,Flood,172.1,6.24,0.83,2.54,9.02,108184,235637,975820,740183,2768,3.259,47,2.54,75.85241131,0.003258671,242.3,26123.83592,0.132765957
SF10455,Andhra Pradesh,Guntur,Maize,Kharif,3.98,616.4,25.6,72.7,9.5,5.85,34.5,152,46.2,129.5,Drip,166.2,4.5,0.77,1.9,7.56,24066,213465,181939,-31526,2032,3.72,49,1.9,-17.32778569,0.003720472,327.7,28236.11111,0.091836735
SF10456,Gujarat,Rajkot,Rice,Kharif,13.66,673.9,30,58.2,6.8,6.23,39.7,172.8,45.7,85.7,Drip,141.5,3.66,0.78,3.61,49.31,19455,680610,959326,278716,19776,2.493,47,3.61,29.05331451,0.002493426,304.2,13802.67694,0.07787234
SF10457,Karnataka,Raichur,Cotton,Zaid,2.16,174.1,33.4,59.3,6.7,6.43,16.4,51.2,74.1,120.6,Rainfed,159.1,5.47,0.73,0.97,2.1,76123,135355,159858,24503,755,2.781,30.5,0.97,15.32797858,0.002781457,245.9,64454.7619,0.179344262
SF10458,Andhra Pradesh,Guntur,Groundnut,Kharif,1.63,902.4,28.6,71,7.3,7.24,27.5,126.2,65.2,118.9,Flood,99.4,6.14,0.71,1.34,2.18,51010,100392,111202,10810,1066,2.045,63.7,1.34,9.721048183,0.002045028,310.3,46051.37615,0.096389325
SF10459,Andhra Pradesh,Guntur,Pulses,Kharif,3.88,827.4,28.5,62.7,6.6,6.7,28.3,121.5,42.9,104.5,Rainfed,184.9,5.06,0.88,1.31,5.08,76542,267967,388833,120866,726,6.997,46.7,1.31,31.08429583,0.006997245,268.9,52749.40945,0.108351178
SF10460,Tamil Nadu,Erode,Sugarcane,Rabi,7.39,315.2,23.7,71.6,7.7,6.46,16.2,100.7,40.8,90.5,Sprinkler,90.1,5.47,0.82,49.71,367.36,3628,367881,1332782,964901,15146,24.255,54.3,49.71,72.39751137,0.024254589,232,1001.418227,0.100736648
SF10461,Gujarat,Rajkot,Maize,Rabi,9.09,191.9,20.8,67.1,7.4,6.52,27.4,197.7,58.5,110.8,Flood,214.3,7.65,0.74,3.15,28.63,19272,690390,551757,-138633,6339,4.516,35.1,3.15,-25.1257347,0.004516485,367,24114.21586,0.217948718
SF10462,Maharashtra,Nashik,Chilli,Zaid,10.31,207.8,34.9,41.3,9,7.24,17.7,183.3,58.5,37.7,Drip,102.7,8.12,0.74,1.2,12.37,88865,506899,1099260,592361,5738,2.156,38.9,1.2,53.88725142,0.002155803,279.5,40978.09216,0.20874036
SF10463,Karnataka,Raichur,Groundnut,Kharif,5.04,983.7,28.6,66.6,5.7,6.98,24.6,141,60,53.4,Flood,125.7,5.49,0.96,1.61,8.11,59868,335375,485529,150154,3661,2.215,56.3,1.61,30.92585613,0.002215242,254.4,41353.26757,0.097513321
SF10464,Andhra Pradesh,Guntur,Rice,Kharif,14.67,401.5,29.3,63,7.1,6.71,28,74.2,81.3,93.7,Drip,187.9,5.69,0.75,3.52,51.64,20280,985460,1047259,61799,17502,2.951,39.7,3.52,5.901023529,0.00295052,249.2,19083.26878,0.143324937
SF10465,Gujarat,Rajkot,Wheat,Rabi,14.12,495.9,23.4,54,9.1,6.61,27,126.9,67,67.2,Drip,250.7,3.41,0.91,3.17,44.76,24211,855141,1083684,228543,6110,7.326,53.7,3.17,21.08945043,0.007325696,261.1,19105.02681,0.063500931
SF10466,Telangana,Warangal,Wheat,Rabi,2.97,457.5,24.7,69.7,8,5.86,25.2,102.4,43,140.8,Sprinkler,157.2,5.6,0.98,1.48,4.4,23413,180000,103017,-76983,1685,2.611,47,1.48,-74.72844288,0.002611276,286.2,40909.09091,0.119148936
SF10467,Maharashtra,Nashik,Maize,Rabi,11.4,426.1,23.8,62.3,6.8,7.2,22.8,147.5,61.8,168.9,Flood,124.6,4.79,0.82,3.71,42.29,20990,787157,887667,100510,8263,5.118,51.6,3.71,11.3229398,0.005117996,378.2,18613.31284,0.092829457
SF10468,Telangana,Warangal,Maize,Kharif,4.08,935.3,28.5,76.2,6.4,6.02,26.4,99.9,82.2,63.5,Flood,154.5,7.7,0.68,2.37,9.67,20838,295548,201503,-94045,2990,3.234,50.3,2.37,-46.67176171,0.003234114,245.6,30563.39193,0.153081511
SF10469,Telangana,Nalgonda,Rice,Kharif,10.3,979.6,33,62.1,5.1,6.1,33.9,103.6,68.4,138.9,Rainfed,176,6.12,0.71,1.59,16.38,20110,662505,329402,-333103,9131,1.794,46.5,1.59,-101.1235512,0.001793889,310.9,40445.9707,0.131612903
SF10470,Maharashtra,Nashik,Wheat,Rabi,13.57,80,25.1,55.6,7,6.06,23.9,136.6,60.9,34.6,Drip,178.6,4,0.7,1.38,18.73,24996,829621,468175,-361446,5894,3.178,30.8,1.38,-77.20318257,0.003177808,232.1,44293.69995,0.12987013
SF10471,Telangana,Warangal,Maize,Kharif,2.33,1045.3,30.6,80.7,5,7.47,29.7,87.8,58.3,99.9,Rainfed,93.1,7.54,0.85,1.47,3.43,24344,148397,83500,-64897,857,4.002,66.1,1.47,-77.72095808,0.004002334,246,43264.43149,0.114069592
SF10472,Andhra Pradesh,Krishna,Wheat,Kharif,3.13,766.5,26.9,73.9,8.6,7.26,26.4,137.4,52.9,119.2,Rainfed,194.9,2.1,0.73,2.06,6.45,28396,183003,183154,151,1070,6.028,49.9,2.06,0.082444282,0.006028037,309.5,28372.55814,0.042084168
SF10473,Maharashtra,Nashik,Chilli,Kharif,11.52,914.7,29.8,82.8,7.5,7.26,24.6,113,62.7,136.9,Drip,250.7,4.54,0.98,1.7,19.58,100321,834625,1964285,1129660,6285,3.115,78,1.7,57.50998455,0.003115354,312.6,42626.40449,0.058205128
SF10474,Telangana,Nalgonda,Wheat,Kharif,11.96,712.7,32.8,71.9,7.2,7.1,30.6,111.8,85.5,118.9,Flood,132.7,2.92,0.8,3.22,38.51,18783,788679,723333,-65346,7719,4.989,65.6,3.22,-9.03401338,0.004988988,316.2,20479.84939,0.044512195
SF10475,Maharashtra,Nashik,Groundnut,Zaid,14.85,80,27.9,57.7,7.1,7.08,25.8,90.8,60.7,128.7,Sprinkler,155.2,5.4,0.83,1.01,15,50798,978661,761970,-216691,7130,2.104,37.3,1.01,-28.43825872,0.002103787,280.2,65244.06667,0.144772118
SF10476,Gujarat,Rajkot,Pulses,Zaid,13.77,157.7,31.9,47.6,7.7,5.89,18.7,118.1,65.1,115.4,Rainfed,175.9,3.6,0.98,0.39,5.37,69972,785441,375750,-409691,2790,1.925,43,0.39,-109.0328676,0.001924731,298.6,146264.6182,0.08372093
SF10477,Telangana,Warangal,Cotton,Kharif,5.56,482.8,26,59.6,7.1,6.67,42.1,135.7,78.6,107.8,Rainfed,162.9,2.73,0.96,1.68,9.34,76530,404523,714790,310267,2230,4.188,45.7,1.68,43.40673485,0.004188341,322.1,43310.8137,0.059737418
SF10478,Karnataka,Raichur,Chilli,Kharif,9.86,872.1,29.2,65.5,7.6,6.71,35.3,82.8,60.3,126.4,Flood,130,4.92,0.8,2.88,28.4,107122,626835,3042265,2415430,7076,4.014,48.2,2.88,79.39577913,0.004013567,269.5,22071.65493,0.102074689
SF10479,Andhra Pradesh,Guntur,Pulses,Rabi,14.63,590,29,60.6,9.5,6.78,21,150.3,69.9,91,Rainfed,95.2,4.52,0.96,1.2,17.56,66216,869084,1162753,293669,3264,5.38,49.6,1.2,25.25635281,0.005379902,311.2,49492.25513,0.091129032
SF10480,Andhra Pradesh,Krishna,Rice,Zaid,13.64,100.9,31.1,47.9,9.2,6.64,19,112.2,33.7,67.4,Rainfed,67.8,5.64,0.67,2.03,27.69,19178,976614,531039,-445575,11253,2.461,39.3,2.03,-83.90626677,0.002460677,213.3,35269.5558,0.14351145
SF10481,Punjab,Ludhiana,Rice,Kharif,12.91,1046.7,27.9,83.5,6,7.79,32.2,152.8,80,115.3,Rainfed,180.5,6.45,0.9,0.95,12.26,19552,875412,239708,-635704,9885,1.24,45.5,0.95,-265.1993258,0.001240263,348.1,71403.91517,0.141758242
SF10482,Telangana,Nalgonda,Cotton,Kharif,10.7,529.5,29.6,67.3,6.6,6.41,34.2,158.3,90.8,122,Drip,164,8.91,0.9,2.18,23.33,74906,861543,1747557,886014,5355,4.357,37.4,2.18,50.70014884,0.004356676,371.1,36928.54694,0.238235294
SF10483,Gujarat,Rajkot,Maize,Rabi,11.25,528.2,20.1,63.1,8.7,5.2,23,74.1,65.4,122.9,Drip,239,1.65,0.84,0.3,3.38,20680,675097,69898,-605199,6058,0.558,43.4,0.3,-865.8316404,0.00055794,262.4,199732.8402,0.038018433
SF10484,Tamil Nadu,Erode,Rice,Kharif,12.01,1049.4,28.6,80.7,6,6.93,33.6,101,25.2,108.8,Drip,248.7,6.91,0.71,3.01,36.15,21691,960213,784130,-176083,14203,2.545,62.1,3.01,-22.45584278,0.002545237,235,26561.90871,0.111272142
SF10485,Telangana,Warangal,Rice,Kharif,2.57,519.2,31,69.6,4.4,7.28,27.7,87.3,46.4,123.5,Rainfed,292.3,5.73,0.66,1.83,4.7,18249,201659,85770,-115889,2332,2.015,46.2,1.83,-135.1160079,0.002015437,257.2,42906.17021,0.124025974
SF10486,Andhra Pradesh,Guntur,Wheat,Rabi,12.56,502.3,27.7,76.1,9.2,7.66,30.6,88.4,83.5,111.3,Rainfed,176.9,3.24,0.75,0.85,10.68,26319,807350,281087,-526263,3646,2.929,55.9,0.85,-187.2242402,0.002929238,283.2,75594.56929,0.057960644
SF10487,Andhra Pradesh,Guntur,Sugarcane,Zaid,8.95,252.9,31.4,51.1,7.4,6.51,21,93.6,63.4,84.8,Flood,166.8,2.38,0.93,49.8,445.71,2762,621204,1231051,609847,18738,23.786,52.3,49.8,49.53872748,0.023786423,241.8,1393.740324,0.045506692
SF10488,Andhra Pradesh,Krishna,Maize,Rabi,1.94,397.8,21.1,59.7,7.1,6.79,18.5,152.2,56.2,92,Drip,249,2.8,0.73,3.72,7.22,21992,127790,158782,30992,971,7.436,44,3.72,19.51858523,0.007435633,300.4,17699.44598,0.063636364
SF10489,Madhya Pradesh,Indore,Chilli,Kharif,5.19,874,28.5,70,7.1,7.26,31.8,117.6,89,90.4,Sprinkler,292,9.58,0.76,1.74,9.03,106242,401120,959365,558245,3752,2.407,37.2,1.74,58.18901044,0.002406716,297,44420.81949,0.257526882
SF10490,Gujarat,Rajkot,Sugarcane,Kharif,2.24,815.4,26.4,93.4,6.6,6.56,41.5,55.4,55.3,132.7,Drip,168.5,7.35,0.67,66.68,149.36,2972,131684,443898,312214,3626,41.191,43.9,66.68,70.33462642,0.041191395,243.4,881.6550616,0.167425968
SF10491,Tamil Nadu,Erode,Pulses,Rabi,11.01,400.9,21.3,51.4,7,6.44,33.3,117.6,47.7,141.3,Rainfed,196.3,1.23,0.84,1.02,11.23,70499,607232,791704,184472,2520,4.456,39,1.02,23.30062751,0.004456349,306.6,54072.30632,0.031538462
SF10492,Madhya Pradesh,Indore,Maize,Zaid,7.34,80,32.2,51,6.5,6.6,20.3,98.6,54.8,75.6,Rainfed,128,3.47,0.71,2.33,17.1,20212,481663,345625,-136038,2060,8.301,34.7,2.33,-39.36,0.008300971,229,28167.4269,0.1
SF10493,Telangana,Warangal,Maize,Kharif,5.91,785,31.9,79.9,8.4,6.42,23.2,120.7,28.6,109.1,Drip,259.4,5.3,0.94,4.48,26.48,23060,381893,610629,228736,3393,7.804,56.8,4.48,37.45907908,0.007804303,258.4,14421.94109,0.093309859
SF10494,Andhra Pradesh,Krishna,Sugarcane,Rabi,4.3,797.1,26.3,44.6,9.2,6.43,24.6,104.7,84.1,77.3,Rainfed,199.3,7.21,0.72,46.28,199,3433,292191,683167,390976,4333,45.927,47.6,46.28,57.2299306,0.04592661,266.1,1468.296482,0.151470588
SF10495,Tamil Nadu,Erode,Maize,Kharif,9.58,843.3,24.3,70.9,7.8,5.48,17.6,137.6,65.4,113.5,Drip,61.8,7.04,0.92,0.79,7.57,20945,528986,158554,-370432,4447,1.702,49.4,0.79,-233.6314442,0.001702271,316.5,69879.26024,0.142510121
SF10496,Telangana,Warangal,Groundnut,Kharif,2.61,796.6,24.2,71.8,6.5,7.31,27,155.6,76.8,128.2,Rainfed,222.7,5.99,0.9,1.35,3.52,54099,209221,190428,-18793,636,5.535,49.1,1.35,-9.868821812,0.005534591,360.6,59437.78409,0.121995927
SF10497,Gujarat,Rajkot,Pulses,Zaid,0.51,575.9673418,31.2,68.7,8,5.39,22.1,103.4,54.2,80.9,Flood,191.9,8.24,0.75,0.3,0.15,79617,41910,11943,-29967,232,0.647,40.3,0.3,-250.9168551,0.000646552,238.5,279400,0.204466501
SF10498,Maharashtra,Nashik,Rice,Kharif,12.44,1122.2,30.2,62.3,7.5,7.48,30.3,162.4,53.5,62.4,Drip,154.4,3.1,0.94,1.46,18.16,24070,879647,437111,-442536,18560,0.978,66.6,1.46,-101.2411035,0.000978448,278.3,48438.71145,0.046546547
SF10499,Andhra Pradesh,Krishna,Maize,Zaid,8.23,249.9,28.2,50.8,7.6,6.77,24.5,160.4,41.1,143.7,Sprinkler,236.9,3.67,0.96,3.43,28.23,23175,714788,654230,-60558,3747,7.534,45,3.43,-9.256377726,0.007534027,345.2,25320.15586,0.081555556
SF10500,Punjab,Ludhiana,Pulses,Rabi,14.85,363.6,22,46.2,5.4,7.46,15.7,110.6,75,172.2,Rainfed,113.4,7.64,0.65,0.51,7.57,67608,835560,511793,-323767,3442,2.199,35.1,0.51,-63.26131854,0.002199303,357.8,110377.8071,0.217663818
SF10501,Telangana,Nalgonda,Chilli,Zaid,4.5,340.7,32.1,41.6,8.7,5.29,20.1,112.8,57.7,115.9,Flood,155.5,6.22,0.87,0.3,1.35,102732,260067,138688,-121379,4027,0.335,43.2,0.3,-87.51946816,0.000335237,286.4,192642.2222,0.143981481
SF10502,Andhra Pradesh,Guntur,Groundnut,Zaid,14.52,170.1,29.6,44.3,8.6,6.55,11.7,104,61,97,Flood,204.1,3.44,0.86,1.22,17.71,55722,800432,986837,186405,7715,2.296,52.7,1.22,18.88913772,0.002295528,262,45196.61208,0.065275142
SF10503,Telangana,Nalgonda,Sugarcane,Rabi,14.39,543.4,18.1,60.5,8.3,7.16,22.6,122.8,66.5,110.9,Drip,250.5,1.88,0.75,41.94,603.52,3085,1041379,1861859,820480,28185,21.413,37.4,41.94,44.06778387,0.021412808,300.2,1725.508682,0.05026738
SF10504,Punjab,Ludhiana,Sugarcane,Kharif,3.09,769.4,27.3,72.7,5.8,6.06,25.7,115.8,57.1,129.8,Drip,246.4,6.25,0.68,59.1,182.62,3664,222032,669120,447088,4647,39.298,44.7,59.1,66.81731229,0.039298472,302.7,1215.814259,0.139821029
SF10505,Andhra Pradesh,Krishna,Pulses,Rabi,9.21,406,25.2,60,6.9,6.8,21.7,124,38.1,66.6,Flood,257.5,8.14,0.67,1.05,9.67,69958,718776,676494,-42282,3854,2.509,24.6,1.05,-6.250166299,0.002509081,228.7,74330.50672,0.330894309
SF10506,Andhra Pradesh,Guntur,Rice,Zaid,0.93,102.2,29.1,63,8.6,6.49,19.8,117.5,49,32.6,Flood,241.5,4.32,0.81,2.26,2.1,19585,74717,41128,-33589,1647,1.275,29.7,2.26,-81.66942229,0.001275046,199.1,35579.52381,0.145454545
SF10507,Andhra Pradesh,Krishna,Maize,Kharif,14.05,1191.4,28.8,63.6,6.9,7.13,34.5,88,41,122.1,Flood,196.5,4.03,0.69,2.46,34.56,22589,995104,780676,-214428,8880,3.892,65.6,2.46,-27.46696453,0.003891892,251.1,28793.51852,0.061432927
SF10508,Andhra Pradesh,Krishna,Wheat,Kharif,13.87,702.2,25.6,81.2,6,6.73,26.4,76.9,64.1,131.9,Rainfed,206.3,7.7,0.77,3.05,42.3,26229,1008988,1109487,100499,4413,9.585,49,3.05,9.058150298,0.009585316,272.9,23853.14421,0.157142857
SF10509,Andhra Pradesh,Krishna,Groundnut,Zaid,2.88,207.1,27.7,52.8,8.3,6.3,19.1,126.8,53.2,165.5,Drip,129.7,4.6,0.97,1.51,4.35,50155,187560,218174,30614,1295,3.359,45.9,1.51,14.03191948,0.003359073,345.5,43117.24138,0.100217865
